|id|dialog|url|movie
382|382|"First Orc: ""What orders from Mordor my Lord? What does the Eye command?"""|https://www.tk421.net/lotr/film/fotr/img/fotr0506.jpg|The Fellowship of the Ring
383|383|"Saruman: ""We have work to do."""|https://www.tk421.net/lotr/film/fotr/img/fotr0507.jpg|The Fellowship of the Ring
384|384|[Huge trees are being felled, their creaks and groans like cries of pain as they are brought crashing down by Orcs.]|https://www.tk421.net/lotr/film/fotr/img/fotr0508.jpg|The Fellowship of the Ring
385|385|[On the pinnacle of Orthanc, Gandalf, dishevelled and scarred, wakes. He slowly pushes himself up and moves to the edge and peers down at the activity surrounding the tower.]|https://www.tk421.net/lotr/film/fotr/img/fotr0510.jpg|The Fellowship of the Ring
386|386|"Orcs: ""The trees are strong, my Lord. Their roots go deep."""|https://www.tk421.net/lotr/film/fotr/img/fotr0511.jpg|The Fellowship of the Ring
387|387|"Saruman: ""Rip them all down!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0512.jpg|The Fellowship of the Ring
388|388|[Strider and the Hobbits have left the marshland behind and are now crossing rough rocky country. Strider stops and looks at the ruins atop a tall hill.]|https://www.tk421.net/lotr/film/fotr/img/fotr0515.jpg|The Fellowship of the Ring
389|389|"Strider: ""This was the great watchtower of Amon Sûl. We shall rest here tonight."""|https://www.tk421.net/lotr/film/fotr/img/fotr0516.jpg|The Fellowship of the Ring
390|390|[The Hobbits, weary from the long travel, fling off their packs and settle down in an overhang near the hill's summit.]|https://www.tk421.net/lotr/film/fotr/img/fotr0518.jpg|The Fellowship of the Ring
391|391|[Strider opens a bundle, revealing four short swords. He hands them to his companions.]|https://www.tk421.net/lotr/film/fotr/img/fotr0520.jpg|The Fellowship of the Ring
392|392|"Strider: ""These are for you. Keep them close. I'm going to have a look around. Stay here."""|https://www.tk421.net/lotr/film/fotr/img/fotr0522.jpg|The Fellowship of the Ring
393|393|[Frodo wakes up with a start. Merry, Pippin and Sam are gathered around a fire.]|https://www.tk421.net/lotr/film/fotr/img/fotr0523.jpg|The Fellowship of the Ring
394|394|"Merry: ""My tomato's burst."""|https://www.tk421.net/lotr/film/fotr/img/fotr0524.jpg|The Fellowship of the Ring
395|395|"Merry: ""Tomatoes, sausages, nice crispy bacon."""||
396|396|[Suddenly, a Nazgûl's cry pierces the darkness. The hobbits jump up, startled, and look over the lip of the overhang.]|https://www.tk421.net/lotr/film/fotr/img/fotr0525.jpg|The Fellowship of the Ring
397|397|[The hobbits see five Nazgûl closing in on Amon Sûl.]|https://www.tk421.net/lotr/film/fotr/img/fotr0526.jpg|The Fellowship of the Ring
398|398|[The dark night surrounds them as they climb to the top.]|https://www.tk421.net/lotr/film/fotr/img/fotr0527.jpg|The Fellowship of the Ring
399|399|[The hobbits stand in the ring of broken pillars of the old ruin, eyes darting about; shadows rise out of the dark.]|https://www.tk421.net/lotr/film/fotr/img/fotr0528.jpg|The Fellowship of the Ring
400|400|[The Nazgûl surround them, pulling out their long swords.]|https://www.tk421.net/lotr/film/fotr/img/fotr0530.jpg|The Fellowship of the Ring
401|401|[Sam, Merry and Pippin prepare to defend Frodo.]|https://www.tk421.net/lotr/film/fotr/img/fotr0535.jpg|The Fellowship of the Ring
402|402|"Sam: [brandishing his sword] ""Back you devils!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0536.jpg|The Fellowship of the Ring
403|403|[Sam clashes swords with the Nazgûl, but is swiftly thrown aside. Merry and Pippin close the gap in front of Frodo, but they too are cast aside.]|https://www.tk421.net/lotr/film/fotr/img/fotr0537.jpg|The Fellowship of the Ring
404|404|[Frodo backs across the hill, dropping his sword with a clatter.]|https://www.tk421.net/lotr/film/fotr/img/fotr0538.jpg|The Fellowship of the Ring
405|405|[He stumbles, falls, and crawls backward until he is backed against a fallen column. Frodo brings out the Ring from his pocket.]|https://www.tk421.net/lotr/film/fotr/img/fotr0539.jpg|The Fellowship of the Ring
406|406|[Immediately, the leader of the Wraiths approaches Frodo, drawing a long dagger.]|https://www.tk421.net/lotr/film/fotr/img/fotr0541.jpg|The Fellowship of the Ring
407|407|[Frodo tries to scramble back, but has nowhere to go. He slips on the Ring. The world changes. The Nazgûls' true forms are revealed to him, shining like ghostly kings.]|https://www.tk421.net/lotr/film/fotr/img/fotr0542.jpg|The Fellowship of the Ring
408|408|[The Witch-King reaches out for the Ring, and the Ring responds, lifting Frodo's own hand towards the wraith.]|https://www.tk421.net/lotr/film/fotr/img/fotr0544.jpg|The Fellowship of the Ring
409|409|[Frodo yanks his hand back. The King stabs him through the left shoulder with his long dagger, pinning him to the ground, then reaches again for the Ring. Frodo cries out in pain.]|https://www.tk421.net/lotr/film/fotr/img/fotr0546.jpg|The Fellowship of the Ring
410|410|[Strider leaps over Frodo and attacks the Nazgûl with both sword and flaming brand.]|https://www.tk421.net/lotr/film/fotr/img/fotr0547.jpg|The Fellowship of the Ring
411|411|"Sam: ""Frodo!"" [rushes to his side.]"|https://www.tk421.net/lotr/film/fotr/img/fotr0548.jpg|The Fellowship of the Ring
412|412|"Frodo: ""Oh Sam!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0549.jpg|The Fellowship of the Ring
413|413|[Strider continues to fight the Nazgûl, torch in one hand, sword in another. He sets them afire and drives them away.]|https://www.tk421.net/lotr/film/fotr/img/fotr0551.jpg|The Fellowship of the Ring
414|414|"Sam: ""Strider! Help him, Strider!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0559.jpg|The Fellowship of the Ring
415|415|"Strider: ""He's been stabbed by a Morgul blade."" [The blade dissolves.]"|https://www.tk421.net/lotr/film/fotr/img/fotr0561.jpg|The Fellowship of the Ring
416|416|[Back at Isengard, giant caverns have been opened up and a forge is seen at the base, where hundreds of Orcs are working. Sounds of metal clinking rise up into the air.]|https://www.tk421.net/lotr/film/fotr/img/fotr0563.jpg|The Fellowship of the Ring
417|417| [High above, Gandalf is still imprisoned on the pinnacle of the tower. A tiny white moth struggles against the breeze and reaches the top of the tower. It flutters to Gandalf, who captures it in his fingers.]|https://www.tk421.net/lotr/film/fotr/img/fotr0564.jpg|The Fellowship of the Ring
418|418|[It appears to sit still in his hand and listen to his words as though spoken in moth language.]|https://www.tk421.net/lotr/film/fotr/img/fotr0565.jpg|The Fellowship of the Ring
419|419|"Gandalf: [whispering a final command] ""Gwaihir. Go, Gwaihir."""|https://www.tk421.net/lotr/film/fotr/img/fotr0566.jpg|The Fellowship of the Ring
420|420|[Down in the Caverns of Isengard the forging of weapons and armor is well underway. Hundreds of helmets and swords are piling up. Saruman observes all the activity with pride.]|https://www.tk421.net/lotr/film/fotr/img/fotr0567.jpg|The Fellowship of the Ring
421|421|[Deep in the pits, Orcs are tending strange moving formations in the mud. Groans issue from within the mounds. Something appears to be struggling to get out. A giant creature emerges, killing the Orc who has been helping it to be born.]|https://www.tk421.net/lotr/film/fotr/img/fotr0568.jpg|The Fellowship of the Ring
422|422|[The creature is massive, towering above the smaller Orcs, with huge teeth, and covered in slime. Saruman gazes at his creation in rapt admiration.]|https://www.tk421.net/lotr/film/fotr/img/fotr0570.jpg|The Fellowship of the Ring
423|423|"Sam: ""Look, Mister Frodo! It's Mister Bilbo's trolls!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0573.jpg|The Fellowship of the Ring
424|424|"Sam: ""Mister Frodo?"" [to Strider] ""He's going cold!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0574.jpg|The Fellowship of the Ring
425|425|"Pippin: ""Is he going to die?"""|https://www.tk421.net/lotr/film/fotr/img/fotr0577.jpg|The Fellowship of the Ring
426|426|"Strider: ""He's passing into the shadow world. He will soon become a wraith like them."""|https://www.tk421.net/lotr/film/fotr/img/fotr0578.jpg|The Fellowship of the Ring
427|427|[Frodo gasps. The Nazgûl cry is heard from a distance. Frodo cries out as if in answer to them.]|https://www.tk421.net/lotr/film/fotr/img/fotr0579.jpg|The Fellowship of the Ring
428|428|"Strider: ""Sam, do you know Athelas plant?"""|https://www.tk421.net/lotr/film/fotr/img/fotr0582.jpg|The Fellowship of the Ring
429|429|"Sam: ""Kingsfoil — aye, it's a weed."""|https://www.tk421.net/lotr/film/fotr/img/fotr0583.jpg|The Fellowship of the Ring
430|430|[They search for the plant in the nearby undergrowth.]|https://www.tk421.net/lotr/film/fotr/img/fotr0585.jpg|The Fellowship of the Ring
431|431|[Strider finds a small patch and proceeds to collect it. A sword appears at his throat.]|https://www.tk421.net/lotr/film/fotr/img/fotr0586.jpg|The Fellowship of the Ring
432|432|[Frodo, lying on the ground, sees a white light. He turns towards it and sees a beautiful Elf-lady approaching on a white horse. She dismounts and walks to him.]|https://www.tk421.net/lotr/film/fotr/img/fotr0587.jpg|The Fellowship of the Ring
433|433|"Arwen: ""Frodo…. Im Arwen. Telin le thaed"" (I am Arwen. I have come to help you.)"|https://www.tk421.net/lotr/film/fotr/img/fotr0589.jpg|The Fellowship of the Ring
434|434|"Merry: ""Who is she?"""|https://www.tk421.net/lotr/film/fotr/img/fotr0591.jpg|The Fellowship of the Ring
435|435|"Arwen: [kneels] ""Frodo!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0592.jpg|The Fellowship of the Ring
436|436|"Sam: ""She's an Elf."""|https://www.tk421.net/lotr/film/fotr/img/fotr0593.jpg|The Fellowship of the Ring
437|437|"Arwen: ""He's fading!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0594.jpg|The Fellowship of the Ring
438|438|"Arwen: [gets up as Strider lifts Frodo up in his arms] ""There are five wraiths behind you. Where the other four are, I do not know."""|https://www.tk421.net/lotr/film/fotr/img/fotr0597.jpg|The Fellowship of the Ring
439|439|"Strider: ""Dartho guin perian. Rych le ad tolthathon."" (Stay with the Hobbits. I will send horses back for you.)"|https://www.tk421.net/lotr/film/fotr/img/fotr0598.jpg|The Fellowship of the Ring
440|440|"Pippin: ""What are they saying?"""|https://www.tk421.net/lotr/film/fotr/img/fotr0599.jpg|The Fellowship of the Ring
441|441|"Arwen: ""I do not fear them."""|https://www.tk421.net/lotr/film/fotr/img/fotr0600.jpg|The Fellowship of the Ring
442|442|"Strider: ""Be iest lîn."" (As you wish.)"|https://www.tk421.net/lotr/film/fotr/img/fotr0601.jpg|The Fellowship of the Ring
443|443|"Strider: ""Arwen, ride hard. Don't look back!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0603.jpg|The Fellowship of the Ring
444|444|"Arwen: ""Noro lim, Asfaloth, noro lim!"" (Ride fast, Asfaloth, ride fast!)"|https://www.tk421.net/lotr/film/fotr/img/fotr0604.jpg|The Fellowship of the Ring
445|445|"Sam (to Strider): ""What are you doing?! Those wraiths are still out there!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0606.jpg|The Fellowship of the Ring
446|446|[Strider stares after Arwen.]|https://www.tk421.net/lotr/film/fotr/img/fotr0607.jpg|The Fellowship of the Ring
447|447|[Arwen rides on as the Nazgûl give chase. Night gives way to day as they pursue her, from forest to open plain, sometimes closing, sometimes falling behind.]|https://www.tk421.net/lotr/film/fotr/img/fotr0609.jpg|The Fellowship of the Ring
448|448|[One of the Wraiths closes on Frodo, reaching out as if to snatch the Ring from him. Arwen spurs Asfaloth on to an even greater effort.]|https://www.tk421.net/lotr/film/fotr/img/fotr0612.jpg|The Fellowship of the Ring
449|449|"Arwen: ""Noro lim, Asfaloth!"" (Ride faster, Asfaloth!)"|https://www.tk421.net/lotr/film/fotr/img/fotr0615.jpg|The Fellowship of the Ring
450|450|"Nazgûl: ""Give up the halfling, she-Elf!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0617.jpg|The Fellowship of the Ring
451|451|"Arwen: [draws her sword in challenge] ""If you want him, come and claim him!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0619.jpg|The Fellowship of the Ring
452|452|[The Nazgûl draw their swords and urge their reluctant horses across the ford. Arwen begins to chant to the river.]|https://www.tk421.net/lotr/film/fotr/img/fotr0621.jpg|The Fellowship of the Ring
453|453|(Waters of the Misty Mountains, listen to the great word,|https://www.tk421.net/lotr/film/fotr/img/fotr0624.jpg|The Fellowship of the Ring
454|454|[The water level rises. A great flood comes around the bend, with crests shaped like white horses. The Nazgûl are cast from their mounts and washed away down the river as Arwen watches.]|https://www.tk421.net/lotr/film/fotr/img/fotr0625.jpg|The Fellowship of the Ring
455|455|[Frodo starts to slip from the horse. Arwen lays him on the ground.]|https://www.tk421.net/lotr/film/fotr/img/fotr0629.jpg|The Fellowship of the Ring
456|456|"Arwen: ""No! Frodo… No! Frodo, don't give in! Not now!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0630.jpg|The Fellowship of the Ring
457|457|"Arwen (voiceover): ""What grace is given me, let it pass to him, let him be spared — save him."""|https://www.tk421.net/lotr/film/fotr/img/fotr0631.jpg|The Fellowship of the Ring
458|458|"Elrond: ""Lasto beth nîn. Tolo dan na ngalad."" (Hear my voice, come back to the light.)"|https://www.tk421.net/lotr/film/fotr/img/fotr0632.jpg|The Fellowship of the Ring
459|459|[Frodo is lying in a vast bed.]|https://www.tk421.net/lotr/film/fotr/img/fotr0633.jpg|The Fellowship of the Ring
460|460|"Gandalf's voice: ""You are in the house of Elrond. And it is ten o'clock in the morning, on October the twenty-fourth, if you want to know."""|https://www.tk421.net/lotr/film/fotr/img/fotr0634.jpg|The Fellowship of the Ring
461|461|"Gandalf: ""Yes… I'm here. And you're lucky to be here, too. A few more hours and you would have been beyond our aid. But you have some strength in you, my dear hobbit!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0635.jpg|The Fellowship of the Ring
462|462|"Frodo: ""What happened, Gandalf? Why didn't you meet us?"""|https://www.tk421.net/lotr/film/fotr/img/fotr0636.jpg|The Fellowship of the Ring
463|463|"Gandalf: ""Oh I'm sorry Frodo… I was delayed."""|https://www.tk421.net/lotr/film/fotr/img/fotr0637.jpg|The Fellowship of the Ring
464|464|"Saruman: ""Friendship with Saruman is not lightly thrown aside. One ill turn deserves another. It is over! Embrace the power of the Ring… or embrace your own destruction!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0638.jpg|The Fellowship of the Ring
465|465|[Gandalf lies at full stretch, completely at Saruman's mercy.]|https://www.tk421.net/lotr/film/fotr/img/fotr0640.jpg|The Fellowship of the Ring
466|466|[A tiny white moth flutters across between them. Gandalf observes it as Saruman continues to taunt him.]|https://www.tk421.net/lotr/film/fotr/img/fotr0642.jpg|The Fellowship of the Ring
467|467|[Saruman hurls Gandalf back towards the platform.]|https://www.tk421.net/lotr/film/fotr/img/fotr0643.jpg|The Fellowship of the Ring
468|468|"Gandalf: [slowly raises himself as the shadowy form of an eagle appears in the background] ""There is only one Lord of the Ring! Only one who can bend it to his will. And he… does… not… share… power!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0644.jpg|The Fellowship of the Ring
469|469|[The eagle screeches. Gandalf leaps off the Tower of Orthanc and lands on the eagle's back.]|https://www.tk421.net/lotr/film/fotr/img/fotr0645.jpg|The Fellowship of the Ring
470|470|"Saruman: ""So you have chosen… death."""|https://www.tk421.net/lotr/film/fotr/img/fotr0648.jpg|The Fellowship of the Ring
471|471|[Gwaihir flies over the mountains, bearing Gandalf to safety.]||
472|472|"Frodo: ""Gandalf? What is it?"""|https://www.tk421.net/lotr/film/fotr/img/fotr0649.jpg|The Fellowship of the Ring
473|473|"Gandalf: ""Nothing, Frodo."""|https://www.tk421.net/lotr/film/fotr/img/fotr0650.jpg|The Fellowship of the Ring
474|474|"Sam: ""Bless you, you're awake!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0651.jpg|The Fellowship of the Ring
475|475|"Gandalf: ""Sam has hardly left your side."""|https://www.tk421.net/lotr/film/fotr/img/fotr0652.jpg|The Fellowship of the Ring
476|476|"Elrond: [entering the room and smiles down at Frodo] ""Welcome to Rivendell, Frodo Baggins."""|https://www.tk421.net/lotr/film/fotr/img/fotr0653.jpg|The Fellowship of the Ring
477|477|[Rivendell sits high above a gorge which is thick with pines and deciduous shrubs. Delicate, lacy waterfalls trace their way down to the river below. A stone bridge spans the chasm as a cloaked rider upon a white horse plods towards the house.]|https://www.tk421.net/lotr/film/fotr/img/fotr0655.jpg|The Fellowship of the Ring
478|478|[In the gardens, Frodo is reunited with his friends.]|https://www.tk421.net/lotr/film/fotr/img/fotr0657.jpg|The Fellowship of the Ring
479|479|[Frodo spots a familiar figure sitting on a stone seat, reading from a large Red Book.]|https://www.tk421.net/lotr/film/fotr/img/fotr0660.jpg|The Fellowship of the Ring
480|480|"Frodo: ""Bilbo!"" [hugs him]"|https://www.tk421.net/lotr/film/fotr/img/fotr0663.jpg|The Fellowship of the Ring
481|481|"Frodo: ""'There and Back Again: A Hobbit's Tale by Bilbo Baggins.'"" [leafs through the book] ""This is wonderful!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0664.jpg|The Fellowship of the Ring
482|482|"Bilbo: ""I meant to go back… wander the paths of Mirkwood… visit Laketown… see the Lonely Mountain again. But age it seems, has finally caught up with me."""|https://www.tk421.net/lotr/film/fotr/img/fotr0665.jpg|The Fellowship of the Ring
483|483|[He gives Frodo a sad smile. Frodo stops to look at the map of the Shire.]|https://www.tk421.net/lotr/film/fotr/img/fotr0667.jpg|The Fellowship of the Ring
484|484|"Frodo: ""I miss the Shire. I spent all my childhood pretending I was off somewhere else… off with you on one of your adventures! My own adventure turned out to be quite different. I'm not like you, Bilbo."""|https://www.tk421.net/lotr/film/fotr/img/fotr0668.jpg|The Fellowship of the Ring
485|485|"Bilbo: [pats Frodo's cheek] ""My dear boy."""|https://www.tk421.net/lotr/film/fotr/img/fotr0673.jpg|The Fellowship of the Ring
486|486|"Sam: ""No harm in being prepared."""|https://www.tk421.net/lotr/film/fotr/img/fotr0674.jpg|The Fellowship of the Ring
487|487|"Sam: ""I did! It's just… we did what Gandalf wanted didn't we? We got the Ring this far to Rivendell and then I thought, seein' as how you're on the mend, we'd be off soon. Off home."""|https://www.tk421.net/lotr/film/fotr/img/fotr0676.jpg|The Fellowship of the Ring
488|488|"Frodo: ""You're right Sam. We did what we set out to do."" [shows the Ring on his palm] ""The Ring will be safe in Rivendell. I am ready to go home."""|https://www.tk421.net/lotr/film/fotr/img/fotr0679.jpg|The Fellowship of the Ring
489|489|[Gandalf and Elrond watch Frodo and Sam from the balcony in Elrond's study.]|https://www.tk421.net/lotr/film/fotr/img/fotr0681.jpg|The Fellowship of the Ring
490|490|"Gandalf: ""That wound will never fully heal. He will carry it the rest of his life."""|https://www.tk421.net/lotr/film/fotr/img/fotr0682.jpg|The Fellowship of the Ring
491|491|"Gandalf: ""It is a burden he should never have had to bear. We can ask no more of Frodo."""|https://www.tk421.net/lotr/film/fotr/img/fotr0683.jpg|The Fellowship of the Ring
492|492|"Elrond: ""Gandalf, the enemy is moving. Sauron's forces are massing in the east — his eye is fixed on Rivendell. And Saruman you tell me has betrayed us. Our list of allies grows thin."""|https://www.tk421.net/lotr/film/fotr/img/fotr0686.jpg|The Fellowship of the Ring
493|493|"Gandalf: ""His treachery runs deeper than you know. By foul craft Saruman has crossed Orcs with goblin-men, he's breeding an army in the caverns of Isengard. An army that can move in sunlight and cover great distance at speed. Saruman is coming for the Ring."""|https://www.tk421.net/lotr/film/fotr/img/fotr0688.jpg|The Fellowship of the Ring
494|494|"Elrond: ""Gandalf, the Ring cannot stay here."""|https://www.tk421.net/lotr/film/fotr/img/fotr0689.jpg|The Fellowship of the Ring
495|495|[Gandalf stands at Elrond's window, looks out and sees a group of new arrivals in the garden.]|https://www.tk421.net/lotr/film/fotr/img/fotr0690.jpg|The Fellowship of the Ring
496|496|[A man, an Elf and companions, and a party of Dwarves all dismount and stare around in wonder.]|https://www.tk421.net/lotr/film/fotr/img/fotr0692.jpg|The Fellowship of the Ring
497|497|"Gandalf: ""It is in Men that we must place our hope."""|https://www.tk421.net/lotr/film/fotr/img/fotr0697.jpg|The Fellowship of the Ring
498|498|"Elrond: ""Men? Men are weak."""|https://www.tk421.net/lotr/film/fotr/img/fotr0698.jpg|The Fellowship of the Ring
499|499|"Elrond: ""The race of Men is failing. The blood of Númenor is all but spent, its pride and dignity forgotten. It is because of Men the Ring survives. I was there Gandalf. I was there three thousand years ago…"""|https://www.tk421.net/lotr/film/fotr/img/fotr0699.jpg|The Fellowship of the Ring
500|500|"Elrond: ""Isildur — hurry. Follow me."""|https://www.tk421.net/lotr/film/fotr/img/fotr0700.jpg|The Fellowship of the Ring
501|501|"Elrond: ""Cast it into the fire!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0701.jpg|The Fellowship of the Ring
502|502|[Isildur looks at the Ring in his hand. The Ring whispers to him.]|https://www.tk421.net/lotr/film/fotr/img/fotr0702.jpg|The Fellowship of the Ring
503|503|"Elrond: ""Destroy it!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0703.jpg|The Fellowship of the Ring
504|504|"Isildur: ""No."""|https://www.tk421.net/lotr/film/fotr/img/fotr0704.jpg|The Fellowship of the Ring
505|505|[Isildur walks away.]|https://www.tk421.net/lotr/film/fotr/img/fotr0705.jpg|The Fellowship of the Ring
506|506|"Elrond: ""Isildur!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0706.jpg|The Fellowship of the Ring
507|507|"Elrond: ""Isildur kept the Ring. The line of kings is broken. There is no strength left in the world of Men. They're scattered, divided, leaderless."""|https://www.tk421.net/lotr/film/fotr/img/fotr0708.jpg|The Fellowship of the Ring
508|508|"Gandalf: ""There is one who could unite them, one who could reclaim the throne of Gondor."""|https://www.tk421.net/lotr/film/fotr/img/fotr0709.jpg|The Fellowship of the Ring
509|509|"Elrond: ""He turned from that path long time ago. He has chosen exile."""|https://www.tk421.net/lotr/film/fotr/img/fotr0710.jpg|The Fellowship of the Ring
510|510|[Evening has fallen. Strider is seated on the terrace reading a book.]|https://www.tk421.net/lotr/film/fotr/img/fotr0711.jpg|The Fellowship of the Ring
511|511|[Footsteps echo on the stone floor. The man who arrived earlier enters and pauses in front of a battle-piece of Isildur, with broken sword raised against Sauron. He regards the painting intently, then, conscious of another presence, turns and sees Strider.]|https://www.tk421.net/lotr/film/fotr/img/fotr0713.jpg|The Fellowship of the Ring
512|512|"Strider: ""The Men of the South are welcome here."""|https://www.tk421.net/lotr/film/fotr/img/fotr0715.jpg|The Fellowship of the Ring
513|513|"Boromir: ""Then we are here on a common purpose…"" (smiles) ""friend."""|https://www.tk421.net/lotr/film/fotr/img/fotr0716.jpg|The Fellowship of the Ring
514|514|"Boromir: ""The shards of Narsil! The blade that cut the ring from Sauron's hand!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0717.jpg|The Fellowship of the Ring
515|515|[He runs his finger up the blade and cuts himself.]|https://www.tk421.net/lotr/film/fotr/img/fotr0718.jpg|The Fellowship of the Ring
516|516|"Boromir: ""It's still sharp!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0719.jpg|The Fellowship of the Ring
517|517|[Turns to look at Strider who is watching him.]|https://www.tk421.net/lotr/film/fotr/img/fotr0720.jpg|The Fellowship of the Ring
518|518|[He returns the sword carelessly and it clatters to the ground. He hesitates, then walks away. Strider gets up and walks to the shrine. He picks up the dropped haft and carefully sets it in place with the other shards.]|https://www.tk421.net/lotr/film/fotr/img/fotr0722.jpg|The Fellowship of the Ring
519|519|[He takes a step back and touches his right hand to his heart, as he looks at the statue of the Lady. Arwen walks in behind him.]|https://www.tk421.net/lotr/film/fotr/img/fotr0723.jpg|The Fellowship of the Ring
520|520|"Arwen: ""Why do you fear the past? You are Isildur's heir, not Isildur himself. You are not bound to his fate."""|https://www.tk421.net/lotr/film/fotr/img/fotr0724.jpg|The Fellowship of the Ring
521|521|"Strider: ""The same blood flows in my veins. Same weakness."""|https://www.tk421.net/lotr/film/fotr/img/fotr0725.jpg|The Fellowship of the Ring
522|522|"Arwen: ""Your time will come. You will face the same evil, and you will defeat it. A si i-Dhúath ú-orthor, Aragorn. Ú or le a ú or nin."" (The Shadow does not hold sway yet, Aragorn. Not over you and not over me.)"|https://www.tk421.net/lotr/film/fotr/img/fotr0726.jpg|The Fellowship of the Ring
523|523|(From darkness I understand the night:|https://www.tk421.net/lotr/film/fotr/img/fotr0728.jpg|The Fellowship of the Ring
524|524|"Arwen: ""Renech i lu i erui govannen?"" (Do you remember when we first met?)"|https://www.tk421.net/lotr/film/fotr/img/fotr0730.jpg|The Fellowship of the Ring
525|525|"Arwen: [tenderly touches Aragorn's cheek] ""Gwenwin in enninath… U-arnech in naeth i si celich."" (Long years have passed… You did not have the cares you carry now.)"|https://www.tk421.net/lotr/film/fotr/img/fotr0731.jpg|The Fellowship of the Ring
526|526|"Aragorn: [his fingers run across the pendant on her breast] ""You said you'd bind yourself to me. Forsaking the immortal life of your people."""|https://www.tk421.net/lotr/film/fotr/img/fotr0734.jpg|The Fellowship of the Ring
527|527|"Arwen: ""And to that I hold. I would rather share one lifetime with you than face all the ages of this world alone."" [Arwen gives Aragorn the pendant.]"|https://www.tk421.net/lotr/film/fotr/img/fotr0735.jpg|The Fellowship of the Ring
528|528|"Aragorn: ""You cannot give me this!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0738.jpg|The Fellowship of the Ring
529|529|"Arwen: ""It is mine to give to whom I will… like my heart."""|https://www.tk421.net/lotr/film/fotr/img/fotr0739.jpg|The Fellowship of the Ring
530|530|[They kiss.]|https://www.tk421.net/lotr/film/fotr/img/fotr0741.jpg|The Fellowship of the Ring
531|531|"Elrond: ""Strangers from distant lands, friends of old. You have been summoned here to answer the threat of Mordor."""|https://www.tk421.net/lotr/film/fotr/img/fotr0743.jpg|The Fellowship of the Ring
532|532|"Elrond: ""Middle-Earth stands upon the brink of destruction. None can escape it. You will unite or you will fall."""|https://www.tk421.net/lotr/film/fotr/img/fotr0745.jpg|The Fellowship of the Ring
533|533|"Elrond: ""Each race is bound to this fate — this one doom."" [gestures to the pedestal] ""Bring forth the Ring, Frodo."""|https://www.tk421.net/lotr/film/fotr/img/fotr0750.jpg|The Fellowship of the Ring
534|534|[Frodo rises and lays the Ring on the pedestal.]|https://www.tk421.net/lotr/film/fotr/img/fotr0751.jpg|The Fellowship of the Ring
535|535|"Boromir: ""So it is true…"""|https://www.tk421.net/lotr/film/fotr/img/fotr0752.jpg|The Fellowship of the Ring
536|536|[Frodo returns to his seat beside Gandalf. He seems relieved. The members of the Council stare at the Ring, mesmerised by it. It appears to start whispering to each of them in turn. Each person hears it differently.]|https://www.tk421.net/lotr/film/fotr/img/fotr0756.jpg|The Fellowship of the Ring
537|537|"Boromir: [rises to address the Council] ""In a dream, I saw the eastern sky grow dark. But in the West a pale light lingered. A voice was crying: 'Your doom is near at hand.'"" (He approaches the Ring on the plinth.) ""Isildur's Bane is found."""|https://www.tk421.net/lotr/film/fotr/img/fotr0759.jpg|The Fellowship of the Ring
538|538|[Boromir reaches out towards the Ring. Gandalf and Elrond exchange concerned looks. Boromir's fingers hover above the Ring.]|https://www.tk421.net/lotr/film/fotr/img/fotr0761.jpg|The Fellowship of the Ring
539|539|"Man: ""Isildur's Bane."""|https://www.tk421.net/lotr/film/fotr/img/fotr0762.jpg|The Fellowship of the Ring
540|540|"Elrond: ""Boromir!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0763.jpg|The Fellowship of the Ring
541|541|[Gandalf stands and begins to chant in the Black Speech. The ring echoes the harsh words. Thunder crackles as the sky darkens. The Council stare around them in fear and confusion.]|https://www.tk421.net/lotr/film/fotr/img/fotr0764.jpg|The Fellowship of the Ring
542|542|(One Ring to rule them all, One Ring to find them,|https://www.tk421.net/lotr/film/fotr/img/fotr0765.jpg|The Fellowship of the Ring
543|543|[The voice of the Ring dies away. People resume their seats, horrified, Boromir amongst them.]|https://www.tk421.net/lotr/film/fotr/img/fotr0769.jpg|The Fellowship of the Ring
